date_heure,code_insee_region,region,consommation_brute_gaz_totale,consommation_brute_electricite_rte,consommation_brute_totale,flag_ignore
2023-07-16T04:30:00+00:00,32,Hauts-de-France,,3630,,non
2023-07-16T05:00:00+00:00,24,Centre-Val de Loire,257.0,1136,1393.0,non
2023-07-16T05:00:00+00:00,84,Auvergne-Rhône-Alpes,1493.0,4676,6169.0,non
2023-07-16T05:00:00+00:00,93,Provence-Alpes-Côte d'Azur,1540.0,3440,4980.0,non
2023-07-16T05:30:00+00:00,24,Centre-Val de Loire,,1064,,non
2023-07-16T05:30:00+00:00,32,Hauts-de-France,,4161,,non
2023-07-16T05:30:00+00:00,52,Pays de la Loire,,1674,,non
2023-07-16T05:30:00+00:00,76,Occitanie,,3094,,non
2023-07-16T06:00:00+00:00,11,Île-de-France,1229.0,4779,6008.0,non
2023-07-16T06:00:00+00:00,75,Nouvelle-Aquitaine,910.0,3025,3935.0,non
2023-07-16T06:30:00+00:00,32,Hauts-de-France,,4080,,non
2023-07-16T06:30:00+00:00,53,Bretagne,,1563,,non
2023-07-16T07:00:00+00:00,24,Centre-Val de Loire,306.0,1298,1604.0,non
2023-07-16T07:00:00+00:00,27,Bourgogne-Franche-Comté,648.0,1699,2347.0,non
2023-07-16T07:00:00+00:00,28,Normandie,3109.0,2065,5174.0,non
2023-07-16T07:00:00+00:00,52,Pays de la Loire,540.0,1806,2346.0,non
2023-07-16T07:00:00+00:00,76,Occitanie,601.0,3425,4026.0,non
2023-07-16T07:00:00+00:00,84,Auvergne-Rhône-Alpes,1669.0,5321,6990.0,non
2023-07-16T07:30:00+00:00,24,Centre-Val de Loire,,1279,,non
2023-07-16T07:30:00+00:00,52,Pays de la Loire,,1924,,non
2023-07-16T08:00:00+00:00,44,Grand Est,2129.0,3404,5533.0,non
2023-07-16T22:30:00+00:00,44,Grand Est,,3082,,non
2023-07-16T22:30:00+00:00,76,Occitanie,,3853,,non
2023-07-16T22:30:00+00:00,93,Provence-Alpes-Côte d'Azur,,3927,,non
2023-03-14T01:30:00+00:00,53,Bretagne,,2538,,non
2023-03-14T02:00:00+00:00,11,Île-de-France,7297.0,6173,13470.0,non
2023-03-14T02:00:00+00:00,24,Centre-Val de Loire,1431.0,1869,3300.0,non
2023-03-14T02:30:00+00:00,11,Île-de-France,,6151,,non
2023-03-14T02:30:00+00:00,27,Bourgogne-Franche-Comté,,2005,,non
2023-03-14T02:30:00+00:00,44,Grand Est,,4285,,non
2023-03-14T02:30:00+00:00,53,Bretagne,,2463,,non
2023-03-14T03:00:00+00:00,44,Grand Est,6408.0,4554,10962.0,non
2023-03-14T03:00:00+00:00,53,Bretagne,2476.0,2424,4900.0,non
2023-03-14T03:00:00+00:00,75,Nouvelle-Aquitaine,3006.0,4045,7051.0,non
2023-03-14T04:00:00+00:00,53,Bretagne,2897.0,2583,5480.0,non
2023-03-14T04:00:00+00:00,75,Nouvelle-Aquitaine,3594.0,4163,7757.0,non
2023-03-14T04:00:00+00:00,84,Auvergne-Rhône-Alpes,5458.0,6603,12061.0,non
2023-03-14T04:00:00+00:00,93,Provence-Alpes-Côte d'Azur,4499.0,3766,8265.0,non
2023-03-14T04:30:00+00:00,44,Grand Est,,5015,,non
2023-03-14T04:30:00+00:00,84,Auvergne-Rhône-Alpes,,6561,,non
2023-03-14T05:00:00+00:00,24,Centre-Val de Loire,2465.0,2124,4589.0,non
2023-03-14T05:00:00+00:00,44,Grand Est,9189.0,5094,14283.0,non
2023-03-14T05:00:00+00:00,93,Provence-Alpes-Côte d'Azur,4856.0,4152,9008.0,non
2023-03-14T05:30:00+00:00,28,Normandie,,3317,,non
2023-03-14T05:30:00+00:00,44,Grand Est,,5096,,non
2023-03-14T05:30:00+00:00,53,Bretagne,,3192,,non
2023-03-14T05:30:00+00:00,84,Auvergne-Rhône-Alpes,,7104,,non
2023-03-14T05:30:00+00:00,93,Provence-Alpes-Côte d'Azur,,4199,,non
2023-03-14T06:00:00+00:00,32,Hauts-de-France,10058.0,6081,16139.0,non
2023-03-14T06:00:00+00:00,52,Pays de la Loire,4280.0,3696,7976.0,non
2023-03-14T06:00:00+00:00,53,Bretagne,3954.0,3231,7185.0,non
2023-03-14T06:30:00+00:00,44,Grand Est,,5528,,non
2023-03-14T06:30:00+00:00,84,Auvergne-Rhône-Alpes,,7516,,non
2023-03-14T07:30:00+00:00,24,Centre-Val de Loire,,2381,,non
2023-03-14T07:30:00+00:00,27,Bourgogne-Franche-Comté,,2752,,non
2023-03-14T08:00:00+00:00,76,Occitanie,2803.0,4413,7216.0,non
2023-03-14T08:30:00+00:00,53,Bretagne,,3088,,non
2023-03-14T09:00:00+00:00,11,Île-de-France,10983.0,9212,20195.0,non
2023-03-14T09:00:00+00:00,32,Hauts-de-France,8477.0,6579,15056.0,non
2023-03-14T09:00:00+00:00,52,Pays de la Loire,3264.0,3514,6778.0,non
2023-03-14T09:00:00+00:00,75,Nouvelle-Aquitaine,3864.0,5472,9336.0,non
2023-03-14T09:00:00+00:00,76,Occitanie,2714.0,4458,7172.0,non
2023-03-14T09:30:00+00:00,24,Centre-Val de Loire,,2430,,non
2023-03-14T09:30:00+00:00,32,Hauts-de-France,,6644,,non
2023-03-14T10:00:00+00:00,24,Centre-Val de Loire,2039.0,2405,4444.0,non
2023-03-14T10:00:00+00:00,75,Nouvelle-Aquitaine,3742.0,5504,9246.0,non
2023-03-14T10:00:00+00:00,76,Occitanie,2646.0,4404,7050.0,non
2023-03-14T10:30:00+00:00,27,Bourgogne-Franche-Comté,,2873,,non
2023-03-14T10:30:00+00:00,28,Normandie,,3374,,non
2023-03-14T11:00:00+00:00,32,Hauts-de-France,8480.0,6661,15141.0,non
2023-03-14T11:30:00+00:00,11,Île-de-France,,9019,,non
2023-03-14T11:30:00+00:00,24,Centre-Val de Loire,,2344,,non
2023-03-14T11:30:00+00:00,52,Pays de la Loire,,3226,,non
2023-03-14T12:00:00+00:00,11,Île-de-France,9700.0,8877,18577.0,non
2023-03-14T12:00:00+00:00,44,Grand Est,7940.0,5568,13508.0,non
2023-03-14T12:00:00+00:00,76,Occitanie,2360.0,4076,6436.0,non
2023-03-14T12:30:00+00:00,52,Pays de la Loire,,3224,,non
2023-03-14T13:00:00+00:00,28,Normandie,5353.0,3372,8725.0,non
2023-03-14T13:00:00+00:00,52,Pays de la Loire,2558.0,3157,5715.0,non
2023-03-14T13:00:00+00:00,93,Provence-Alpes-Côte d'Azur,4094.0,4395,8489.0,non
2023-03-14T13:30:00+00:00,44,Grand Est,,5274,,non
2023-03-14T14:00:00+00:00,52,Pays de la Loire,2457.0,3121,5578.0,non
2023-03-14T14:00:00+00:00,84,Auvergne-Rhône-Alpes,5289.0,7946,13235.0,non
2023-03-14T15:00:00+00:00,44,Grand Est,8151.0,5232,13383.0,non
2023-03-14T15:30:00+00:00,27,Bourgogne-Franche-Comté,,2399,,non
2023-03-14T16:00:00+00:00,32,Hauts-de-France,9413.0,6119,15532.0,non
2023-03-14T16:00:00+00:00,52,Pays de la Loire,2495.0,2965,5460.0,non
2023-03-14T16:00:00+00:00,53,Bretagne,2878.0,2588,5466.0,non
2023-03-14T16:00:00+00:00,76,Occitanie,2345.0,4181,6526.0,non
2023-03-14T16:30:00+00:00,53,Bretagne,,2673,,non
2023-03-14T17:00:00+00:00,27,Bourgogne-Franche-Comté,2737.0,2658,5395.0,non
2023-03-14T17:00:00+00:00,76,Occitanie,2540.0,4120,6660.0,non
2023-03-14T17:00:00+00:00,93,Provence-Alpes-Côte d'Azur,4443.0,4476,8919.0,non
2023-03-14T17:30:00+00:00,27,Bourgogne-Franche-Comté,,2771,,non
2023-03-14T17:30:00+00:00,28,Normandie,,3374,,non
2023-03-14T17:30:00+00:00,53,Bretagne,,2951,,non
2023-03-14T17:30:00+00:00,75,Nouvelle-Aquitaine,,5411,,non
2023-03-14T18:00:00+00:00,24,Centre-Val de Loire,2080.0,2470,4550.0,non
2023-03-14T18:00:00+00:00,32,Hauts-de-France,10703.0,6746,17449.0,non
2023-03-14T18:00:00+00:00,44,Grand Est,10915.0,6114,17029.0,non
2023-03-14T18:00:00+00:00,84,Auvergne-Rhône-Alpes,6924.0,8206,15130.0,non
2023-03-14T18:00:00+00:00,93,Provence-Alpes-Côte d'Azur,4641.0,4958,9599.0,non
2023-03-14T18:30:00+00:00,44,Grand Est,,5473,,non
2023-03-14T18:30:00+00:00,84,Auvergne-Rhône-Alpes,,7629,,non
2023-03-14T19:00:00+00:00,27,Bourgogne-Franche-Comté,2714.0,2597,5311.0,non
2023-03-14T19:30:00+00:00,44,Grand Est,,5983,,non
2023-03-14T19:30:00+00:00,76,Occitanie,,4456,,non
2023-03-14T20:30:00+00:00,11,Île-de-France,,8901,,non
2023-03-14T20:30:00+00:00,24,Centre-Val de Loire,,2199,,non
2023-03-14T20:30:00+00:00,52,Pays de la Loire,,2997,,non
2023-03-14T20:30:00+00:00,75,Nouvelle-Aquitaine,,4752,,non
2023-03-16T20:30:00+00:00,32,Hauts-de-France,,5719,,non
2023-03-16T20:30:00+00:00,52,Pays de la Loire,,2735,,non
2023-03-16T20:30:00+00:00,53,Bretagne,,2601,,non
2023-03-16T20:30:00+00:00,75,Nouvelle-Aquitaine,,3990,,non
2023-03-16T20:30:00+00:00,76,Occitanie,,3591,,non
2023-03-16T21:00:00+00:00,24,Centre-Val de Loire,1241.0,1872,3113.0,non
2023-03-16T21:00:00+00:00,27,Bourgogne-Franche-Comté,2171.0,2405,4576.0,non
2023-03-16T21:30:00+00:00,32,Hauts-de-France,,5541,,non
2023-03-16T21:30:00+00:00,52,Pays de la Loire,,3109,,non
2023-03-16T22:00:00+00:00,11,Île-de-France,7271.0,7732,15003.0,non
2023-03-16T22:00:00+00:00,24,Centre-Val de Loire,1207.0,2066,3273.0,non
2023-03-16T22:00:00+00:00,28,Normandie,4195.0,3041,7236.0,non
2023-03-16T22:00:00+00:00,32,Hauts-de-France,6056.0,5504,11560.0,non
2023-03-16T22:00:00+00:00,75,Nouvelle-Aquitaine,2494.0,4536,7030.0,non
2023-03-16T22:30:00+00:00,11,Île-de-France,,7607,,non
2023-03-16T22:30:00+00:00,32,Hauts-de-France,,5369,,non
2023-03-16T22:30:00+00:00,93,Provence-Alpes-Côte d'Azur,,4604,,non
2023-03-16T23:00:00+00:00,24,Centre-Val de Loire,1193.0,1991,3184.0,non
2023-03-16T23:00:00+00:00,28,Normandie,4120.0,2881,7001.0,non
2023-03-16T23:00:00+00:00,53,Bretagne,1914.0,2649,4563.0,non
2023-03-16T23:30:00+00:00,28,Normandie,,2897,,non
2023-03-16T23:30:00+00:00,75,Nouvelle-Aquitaine,,4362,,non
2023-03-16T23:30:00+00:00,84,Auvergne-Rhône-Alpes,,6758,,non
2023-03-17T00:00:00+00:00,76,Occitanie,1675.0,3582,5257.0,non
2023-03-17T00:30:00+00:00,76,Occitanie,,3863,,non
2023-03-17T00:30:00+00:00,93,Provence-Alpes-Côte d'Azur,,4412,,non
2023-03-17T01:00:00+00:00,24,Centre-Val de Loire,1221.0,1892,3113.0,non
2023-03-17T01:00:00+00:00,28,Normandie,4158.0,2779,6937.0,non
2023-03-17T01:00:00+00:00,32,Hauts-de-France,6118.0,5427,11545.0,non
2023-03-17T01:00:00+00:00,52,Pays de la Loire,1962.0,2748,4710.0,non
2023-03-17T01:00:00+00:00,84,Auvergne-Rhône-Alpes,4556.0,6932,11488.0,non
2023-03-17T01:30:00+00:00,28,Normandie,,2615,,non
2023-03-17T01:30:00+00:00,84,Auvergne-Rhône-Alpes,,6844,,non
2023-03-17T02:00:00+00:00,32,Hauts-de-France,6326.0,5167,11493.0,non
2023-03-17T02:00:00+00:00,75,Nouvelle-Aquitaine,2538.0,4051,6589.0,non
2023-03-17T02:00:00+00:00,93,Provence-Alpes-Côte d'Azur,3324.0,4012,7336.0,non
2023-03-17T02:30:00+00:00,32,Hauts-de-France,,5000,,non
2023-03-17T03:30:00+00:00,75,Nouvelle-Aquitaine,,3816,,non
2023-03-17T04:30:00+00:00,27,Bourgogne-Franche-Comté,,2428,,non
2023-03-17T04:30:00+00:00,32,Hauts-de-France,,5219,,non
2023-03-17T05:00:00+00:00,11,Île-de-France,11384.0,7402,18786.0,non
2023-03-17T05:00:00+00:00,28,Normandie,5572.0,2936,8508.0,non
2023-03-17T05:30:00+00:00,24,Centre-Val de Loire,,2160,,non
2023-03-17T05:30:00+00:00,28,Normandie,,3099,,non
2023-03-17T05:30:00+00:00,32,Hauts-de-France,,5644,,non
2023-03-17T05:30:00+00:00,44,Grand Est,,5280,,non
2023-03-17T05:30:00+00:00,75,Nouvelle-Aquitaine,,4774,,non
2023-03-17T06:00:00+00:00,11,Île-de-France,11724.0,8327,20051.0,non
2023-03-17T06:00:00+00:00,52,Pays de la Loire,3506.0,3404,6910.0,non
2023-03-17T07:00:00+00:00,27,Bourgogne-Franche-Comté,3082.0,2769,5851.0,non
2023-03-17T07:00:00+00:00,32,Hauts-de-France,8314.0,6004,14318.0,non
2023-03-17T07:00:00+00:00,93,Provence-Alpes-Côte d'Azur,5001.0,4631,9632.0,non
2023-03-17T07:30:00+00:00,27,Bourgogne-Franche-Comté,,2743,,non
2023-03-17T07:30:00+00:00,32,Hauts-de-France,,6185,,non
2023-03-17T08:00:00+00:00,28,Normandie,5212.0,3242,8454.0,non
2023-03-17T08:00:00+00:00,32,Hauts-de-France,7988.0,6329,14317.0,non
2023-03-17T08:00:00+00:00,52,Pays de la Loire,3012.0,3564,6576.0,non
2023-03-17T08:00:00+00:00,76,Occitanie,2708.0,4581,7289.0,non
2023-03-19T16:30:00+00:00,84,Auvergne-Rhône-Alpes,,5720,,non
2023-03-19T17:00:00+00:00,53,Bretagne,2768.0,2124,4892.0,non
2023-03-19T17:30:00+00:00,84,Auvergne-Rhône-Alpes,,6989,,non
2023-03-19T17:30:00+00:00,93,Provence-Alpes-Côte d'Azur,,4225,,non
2023-03-19T18:00:00+00:00,76,Occitanie,2176.0,3941,6117.0,non
2023-03-19T18:00:00+00:00,84,Auvergne-Rhône-Alpes,5822.0,7118,12940.0,non
2023-03-19T18:00:00+00:00,93,Provence-Alpes-Côte d'Azur,5130.0,4706,9836.0,non
2023-03-19T19:30:00+00:00,52,Pays de la Loire,,2781,,non
2023-03-16T17:30:00+00:00,93,Provence-Alpes-Côte d'Azur,,5069,,non
2023-03-16T18:00:00+00:00,44,Grand Est,10167.0,5713,15880.0,non
2023-03-16T20:00:00+00:00,52,Pays de la Loire,2271.0,2756,5027.0,non
2023-03-21T19:30:00+00:00,84,Auvergne-Rhône-Alpes,,7875,,non
2023-03-21T20:00:00+00:00,11,Île-de-France,8098.0,7824,15922.0,non
2023-03-21T20:00:00+00:00,27,Bourgogne-Franche-Comté,2228.0,2385,4613.0,non
2023-03-21T20:00:00+00:00,28,Normandie,4571.0,3034,7605.0,non
2023-03-21T20:00:00+00:00,53,Bretagne,2885.0,2664,5549.0,non
2023-03-21T20:00:00+00:00,76,Occitanie,2240.0,4542,6782.0,non
2023-03-21T20:30:00+00:00,11,Île-de-France,,7684,,non
2023-03-21T20:30:00+00:00,84,Auvergne-Rhône-Alpes,,6817,,non
2023-03-21T21:00:00+00:00,84,Auvergne-Rhône-Alpes,4837.0,6770,11607.0,non
2023-03-21T21:30:00+00:00,11,Île-de-France,,7828,,non
2023-03-21T21:30:00+00:00,24,Centre-Val de Loire,,2016,,non
2023-03-21T21:30:00+00:00,52,Pays de la Loire,,3063,,non
2023-03-21T21:30:00+00:00,76,Occitanie,,4184,,non
2023-03-21T22:30:00+00:00,11,Île-de-France,,7419,,non
2023-03-21T22:30:00+00:00,32,Hauts-de-France,,5191,,non
2023-03-21T22:30:00+00:00,53,Bretagne,,2688,,non
2023-03-21T23:00:00+00:00,75,Nouvelle-Aquitaine,2720.0,4717,7437.0,non
2023-03-21T23:00:00+00:00,76,Occitanie,1751.0,4003,5754.0,non
2023-03-21T23:00:00+00:00,93,Provence-Alpes-Côte d'Azur,3597.0,4191,7788.0,non
2023-03-21T23:30:00+00:00,27,Bourgogne-Franche-Comté,,2124,,non
2023-03-21T23:30:00+00:00,84,Auvergne-Rhône-Alpes,,6494,,non
2023-03-21T23:30:00+00:00,93,Provence-Alpes-Côte d'Azur,,3961,,non
2023-03-22T00:00:00+00:00,28,Normandie,4293.0,3193,7486.0,non
2023-03-22T00:00:00+00:00,52,Pays de la Loire,2017.0,2839,4856.0,non
2023-03-22T00:00:00+00:00,76,Occitanie,1789.0,3731,5520.0,non
2023-03-22T00:00:00+00:00,84,Auvergne-Rhône-Alpes,4371.0,6558,10929.0,non
2023-03-22T01:00:00+00:00,53,Bretagne,1914.0,2397,4311.0,non
2023-03-22T01:00:00+00:00,93,Provence-Alpes-Côte d'Azur,3805.0,4098,7903.0,non
2023-03-22T01:30:00+00:00,28,Normandie,,3130,,non
2023-03-22T01:30:00+00:00,32,Hauts-de-France,,5032,,non
2023-03-22T01:30:00+00:00,44,Grand Est,,4608,,non
2023-03-22T01:30:00+00:00,84,Auvergne-Rhône-Alpes,,6505,,non
2023-03-22T02:00:00+00:00,11,Île-de-France,7107.0,5993,13100.0,non
2023-03-22T02:00:00+00:00,24,Centre-Val de Loire,1398.0,1809,3207.0,non
2023-03-22T02:00:00+00:00,27,Bourgogne-Franche-Comté,2221.0,2155,4376.0,non
2023-03-22T02:00:00+00:00,52,Pays de la Loire,2076.0,2536,4612.0,non
2023-03-22T02:00:00+00:00,84,Auvergne-Rhône-Alpes,4718.0,6563,11281.0,non
2023-03-22T02:00:00+00:00,93,Provence-Alpes-Côte d'Azur,3839.0,3894,7733.0,non
2023-03-22T02:30:00+00:00,32,Hauts-de-France,,4655,,non
2023-03-22T02:30:00+00:00,75,Nouvelle-Aquitaine,,4274,,non
2023-03-22T02:30:00+00:00,84,Auvergne-Rhône-Alpes,,6415,,non
2023-03-22T03:00:00+00:00,44,Grand Est,7403.0,4431,11834.0,non
2023-03-22T03:00:00+00:00,75,Nouvelle-Aquitaine,3149.0,4278,7427.0,non
2023-03-22T03:30:00+00:00,24,Centre-Val de Loire,,1771,,non
2023-03-22T03:30:00+00:00,93,Provence-Alpes-Côte d'Azur,,3845,,non
2023-03-22T04:00:00+00:00,75,Nouvelle-Aquitaine,3740.0,4452,8192.0,non
2023-03-22T04:30:00+00:00,27,Bourgogne-Franche-Comté,,2361,,non
2023-03-22T04:30:00+00:00,28,Normandie,,3034,,non
2023-03-22T04:30:00+00:00,84,Auvergne-Rhône-Alpes,,6809,,non
2023-03-22T05:00:00+00:00,93,Provence-Alpes-Côte d'Azur,4734.0,4198,8932.0,non
2023-03-22T05:30:00+00:00,27,Bourgogne-Franche-Comté,,2447,,non
2023-03-22T05:30:00+00:00,75,Nouvelle-Aquitaine,,5229,,non
2023-03-22T05:30:00+00:00,76,Occitanie,,4504,,non
2023-03-22T05:30:00+00:00,84,Auvergne-Rhône-Alpes,,6836,,non
2023-03-22T05:30:00+00:00,93,Provence-Alpes-Côte d'Azur,,4266,,non
2023-03-22T06:00:00+00:00,52,Pays de la Loire,3463.0,3314,6777.0,non
2023-03-22T06:00:00+00:00,53,Bretagne,3194.0,2826,6020.0,non
2023-03-22T06:00:00+00:00,93,Provence-Alpes-Côte d'Azur,4613.0,4332,8945.0,non
2023-03-22T07:00:00+00:00,24,Centre-Val de Loire,2171.0,2354,4525.0,non
2023-03-22T07:30:00+00:00,24,Centre-Val de Loire,,2181,,non
2023-03-22T07:30:00+00:00,27,Bourgogne-Franche-Comté,,2542,,non
2023-03-22T07:30:00+00:00,32,Hauts-de-France,,6695,,non
2023-03-22T08:00:00+00:00,32,Hauts-de-France,7746.0,5998,13744.0,non
2023-03-22T08:00:00+00:00,44,Grand Est,8099.0,5247,13346.0,non
2023-03-22T08:00:00+00:00,84,Auvergne-Rhône-Alpes,5841.0,7704,13545.0,non
2023-03-22T08:30:00+00:00,27,Bourgogne-Franche-Comté,,2500,,non
2023-03-22T08:30:00+00:00,28,Normandie,,3384,,non
2023-03-22T08:30:00+00:00,32,Hauts-de-France,,6185,,non
2023-03-22T08:30:00+00:00,52,Pays de la Loire,,3447,,non
2023-03-22T09:00:00+00:00,27,Bourgogne-Franche-Comté,2343.0,2463,4806.0,non
2023-03-22T09:00:00+00:00,32,Hauts-de-France,7432.0,6172,13604.0,non
2023-03-22T09:30:00+00:00,11,Île-de-France,,8964,,non
2023-03-22T09:30:00+00:00,28,Normandie,,3449,,non
2023-03-22T09:30:00+00:00,44,Grand Est,,5064,,non
2023-03-22T09:30:00+00:00,76,Occitanie,,3999,,non
2023-03-22T10:00:00+00:00,32,Hauts-de-France,7380.0,6051,13431.0,non
2023-03-22T10:00:00+00:00,44,Grand Est,7084.0,5170,12254.0,non
2023-03-22T10:00:00+00:00,53,Bretagne,2818.0,3002,5820.0,non
2023-03-22T10:00:00+00:00,93,Provence-Alpes-Côte d'Azur,3212.0,4221,7433.0,non
2023-03-22T10:30:00+00:00,76,Occitanie,,3884,,non
2023-03-22T11:00:00+00:00,28,Normandie,4948.0,3509,8457.0,non
2023-03-22T11:00:00+00:00,53,Bretagne,2709.0,3015,5724.0,non
2023-03-22T11:00:00+00:00,76,Occitanie,1853.0,3733,5586.0,non
2023-03-22T11:30:00+00:00,11,Île-de-France,,8835,,non
2023-03-22T11:30:00+00:00,32,Hauts-de-France,,5586,,non
2023-03-22T11:30:00+00:00,93,Provence-Alpes-Côte d'Azur,,4204,,non
2023-03-22T12:00:00+00:00,76,Occitanie,1684.0,3707,5391.0,non
2023-03-22T12:00:00+00:00,93,Provence-Alpes-Côte d'Azur,3119.0,4109,7228.0,non
2023-03-22T12:30:00+00:00,93,Provence-Alpes-Côte d'Azur,,4215,,non
2023-03-22T13:00:00+00:00,44,Grand Est,6550.0,4826,11376.0,non
2023-03-22T13:00:00+00:00,76,Occitanie,1568.0,3642,5210.0,non
2023-03-22T13:00:00+00:00,93,Provence-Alpes-Côte d'Azur,2958.0,4271,7229.0,non
2023-03-22T13:30:00+00:00,11,Île-de-France,,8298,,non
2023-03-22T13:30:00+00:00,44,Grand Est,,4681,,non
2023-03-22T13:30:00+00:00,52,Pays de la Loire,,3359,,non
2023-03-22T13:30:00+00:00,76,Occitanie,,4027,,non
2023-03-22T13:30:00+00:00,84,Auvergne-Rhône-Alpes,,6705,,non
2023-03-22T14:00:00+00:00,11,Île-de-France,7604.0,8160,15764.0,non
2023-03-22T14:00:00+00:00,24,Centre-Val de Loire,1440.0,2135,3575.0,non
2023-03-22T14:00:00+00:00,28,Normandie,4687.0,3336,8023.0,non
2023-03-22T14:00:00+00:00,32,Hauts-de-France,6890.0,5572,12462.0,non
2023-03-22T14:00:00+00:00,75,Nouvelle-Aquitaine,2725.0,4797,7522.0,non
2023-03-22T14:30:00+00:00,24,Centre-Val de Loire,,2102,,non
2023-03-22T14:30:00+00:00,75,Nouvelle-Aquitaine,,4437,,non
2023-03-22T14:30:00+00:00,84,Auvergne-Rhône-Alpes,,6996,,non
2023-03-22T14:30:00+00:00,93,Provence-Alpes-Côte d'Azur,,3868,,non
2023-03-22T15:00:00+00:00,28,Normandie,4753.0,3307,8060.0,non
2023-03-22T15:00:00+00:00,53,Bretagne,2477.0,2726,5203.0,non
2023-03-22T15:00:00+00:00,93,Provence-Alpes-Côte d'Azur,3544.0,3845,7389.0,non
2023-03-22T15:30:00+00:00,28,Normandie,,3222,,non
2023-03-22T15:30:00+00:00,44,Grand Est,,4985,,non
2023-03-22T15:30:00+00:00,84,Auvergne-Rhône-Alpes,,6332,,non
2023-03-22T16:00:00+00:00,24,Centre-Val de Loire,1498.0,2036,3534.0,non
2023-03-22T16:00:00+00:00,84,Auvergne-Rhône-Alpes,3792.0,6516,10308.0,non
2023-03-22T16:30:00+00:00,11,Île-de-France,,8296,,non
2023-03-22T16:30:00+00:00,32,Hauts-de-France,,5279,,non
2023-03-22T16:30:00+00:00,52,Pays de la Loire,,3321,,non
2023-03-22T16:30:00+00:00,75,Nouvelle-Aquitaine,,4882,,non
2023-03-22T17:00:00+00:00,52,Pays de la Loire,2693.0,3384,6077.0,non
2023-03-22T17:00:00+00:00,75,Nouvelle-Aquitaine,3130.0,4626,7756.0,non
2023-03-22T17:30:00+00:00,32,Hauts-de-France,,6112,,non
2023-03-22T17:30:00+00:00,44,Grand Est,,4486,,non
2023-03-22T17:30:00+00:00,75,Nouvelle-Aquitaine,,5159,,non
2023-03-22T18:30:00+00:00,24,Centre-Val de Loire,,2178,,non
2023-03-22T18:30:00+00:00,52,Pays de la Loire,,3478,,non
2023-03-22T18:30:00+00:00,75,Nouvelle-Aquitaine,,5361,,non
2023-03-22T18:30:00+00:00,93,Provence-Alpes-Côte d'Azur,,4673,,non
2023-03-22T19:00:00+00:00,11,Île-de-France,8602.0,8645,17247.0,non
2023-03-22T19:30:00+00:00,76,Occitanie,,3653,,non
2023-03-22T20:00:00+00:00,24,Centre-Val de Loire,1478.0,2115,3593.0,non
2023-03-22T20:30:00+00:00,93,Provence-Alpes-Côte d'Azur,,4268,,non
2023-03-22T21:30:00+00:00,11,Île-de-France,,7890,,non
2023-03-22T21:30:00+00:00,32,Hauts-de-France,,4726,,non
2023-03-22T21:30:00+00:00,44,Grand Est,,5257,,non
2023-03-22T21:30:00+00:00,76,Occitanie,,3997,,non
2023-03-22T21:30:00+00:00,93,Provence-Alpes-Côte d'Azur,,4573,,non
2023-03-22T22:00:00+00:00,52,Pays de la Loire,2057.0,3181,5238.0,non
2023-03-22T22:00:00+00:00,75,Nouvelle-Aquitaine,2438.0,4782,7220.0,non
2023-03-22T23:30:00+00:00,28,Normandie,,2924,,non
2023-03-23T00:30:00+00:00,11,Île-de-France,,6296,,non
2023-03-23T00:30:00+00:00,32,Hauts-de-France,,5232,,non
2023-03-23T00:30:00+00:00,44,Grand Est,,4376,,non
2023-03-23T00:30:00+00:00,84,Auvergne-Rhône-Alpes,,5818,,non
2023-03-23T01:00:00+00:00,32,Hauts-de-France,5288.0,5334,10622.0,non
2023-03-23T01:00:00+00:00,52,Pays de la Loire,2019.0,2831,4850.0,non
2023-03-23T01:30:00+00:00,28,Normandie,,2745,,non
2023-03-23T01:30:00+00:00,32,Hauts-de-France,,5016,,non
2023-03-23T01:30:00+00:00,52,Pays de la Loire,,2702,,non
2023-03-23T01:30:00+00:00,75,Nouvelle-Aquitaine,,4082,,non
2023-03-23T02:00:00+00:00,11,Île-de-France,6330.0,5867,12197.0,non
2023-03-23T02:00:00+00:00,27,Bourgogne-Franche-Comté,1635.0,2005,3640.0,non
2023-03-23T02:00:00+00:00,52,Pays de la Loire,2098.0,2598,4696.0,non
2023-03-23T02:30:00+00:00,24,Centre-Val de Loire,,1740,,non
2023-03-23T03:00:00+00:00,27,Bourgogne-Franche-Comté,1755.0,1879,3634.0,non
2023-03-23T03:00:00+00:00,84,Auvergne-Rhône-Alpes,3746.0,5680,9426.0,non
2023-03-23T03:30:00+00:00,24,Centre-Val de Loire,,1808,,non
2023-03-23T03:30:00+00:00,32,Hauts-de-France,,4759,,non
2023-03-23T04:00:00+00:00,24,Centre-Val de Loire,1618.0,1457,3075.0,non
2023-03-23T04:00:00+00:00,27,Bourgogne-Franche-Comté,2040.0,1918,3958.0,non
2023-03-23T04:00:00+00:00,32,Hauts-de-France,6144.0,5110,11254.0,non
2023-03-23T04:30:00+00:00,44,Grand Est,,3509,,non
2023-03-23T05:00:00+00:00,24,Centre-Val de Loire,2108.0,1964,4072.0,non
2023-03-23T05:00:00+00:00,32,Hauts-de-France,7875.0,5496,13371.0,non
2023-03-23T05:00:00+00:00,93,Provence-Alpes-Côte d'Azur,3727.0,3816,7543.0,non
2023-03-23T05:30:00+00:00,24,Centre-Val de Loire,,2083,,non
